entry,video,user_name,age,gender_id,country,movementyears,numvideos,whichvideos,overall,reason,ave_valence,stdev_valence,valence,ave_arousal,stdev_arousal,arousal,segment_id,start_time,end_time,laban_effort,emotion,body,cluster
38,3,34,32,F,USA,22,4,3 11 12 ,"happiness, excitement","he has short outbursts of energy, but calms down to express love.",4.671641791,0.587445928,5,8.582089552,0.987025739,7,99,8.16,10.55,Glide,love affection,hands,1
66,3,35,30,F,USA,0,4,1 9 12 ,joy,"body language, jumping up and down usaually happens in joy, could see a little bit of the kid's smile",4.671641791,0.587445928,4,8.582089552,0.987025739,8,201,0,2.21,Glide,excitement,arms legs,4
66,3,35,30,F,USA,0,4,1 9 12 ,joy,"body language, jumping up and down usaually happens in joy, could see a little bit of the kid's smile",4.671641791,0.587445928,4,8.582089552,0.987025739,8,202,6.68,10.18,Float,awe,arms hands,1
66,3,35,30,F,USA,0,4,1 9 12 ,joy,"body language, jumping up and down usaually happens in joy, could see a little bit of the kid's smile",4.671641791,0.587445928,4,8.582089552,0.987025739,8,203,16.6,16.6,Dab,joy,arms legs,3
94,3,36,30,M,USA,0,4,3 10 12 ,"happiness, caring, jubulance","movements, body language",4.671641791,0.587445928,4,8.582089552,0.987025739,9,336,0,3,Glide,jubulant,feet hands,4
94,3,36,30,M,USA,0,4,3 10 12 ,"happiness, caring, jubulance","movements, body language",4.671641791,0.587445928,4,8.582089552,0.987025739,9,337,10,15,Press,caring,hands,5
94,3,36,30,M,USA,0,4,3 10 12 ,"happiness, caring, jubulance","movements, body language",4.671641791,0.587445928,4,8.582089552,0.987025739,9,338,17,19,Float,excited,feet hands torso,3
105,3,37,25,F,USA,21,5,3 12 9 4 ,happiness and excitement,the scenario (puppies are pretty exciting) and body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,8,372,0,6,Glide,joy,head,4
105,3,37,25,F,USA,21,5,3 12 9 4 ,happiness and excitement,the scenario (puppies are pretty exciting) and body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,8,373,6,15,Float,amazement surprise,head,5
105,3,37,25,F,USA,21,5,3 12 9 4 ,happiness and excitement,the scenario (puppies are pretty exciting) and body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,8,374,15,20,Flick,joy,all,3
111,3,21,28,F,USA,0,5,2 11 10 3 ,"excitement, thanks, acknowlegment",amount and quickness of movement ,4.671641791,0.587445928,5,8.582089552,0.987025739,8,398,0,2,Float,excitement,all,4
111,3,21,28,F,USA,0,5,2 11 10 3 ,"excitement, thanks, acknowlegment",amount and quickness of movement ,4.671641791,0.587445928,5,8.582089552,0.987025739,8,399,3,11,Float,excitement,all,1
111,3,21,28,F,USA,0,5,2 11 10 3 ,"excitement, thanks, acknowlegment",amount and quickness of movement ,4.671641791,0.587445928,5,8.582089552,0.987025739,8,400,10,17,Glide,acknowledgment,head torso,5
111,3,21,28,F,USA,0,5,2 11 10 3 ,"excitement, thanks, acknowlegment",amount and quickness of movement ,4.671641791,0.587445928,5,8.582089552,0.987025739,8,401,17,18,Float,excitement,arms torso,3
111,3,21,28,F,USA,0,5,2 11 10 3 ,"excitement, thanks, acknowlegment",amount and quickness of movement ,4.671641791,0.587445928,5,8.582089552,0.987025739,8,402,19,20,Glide,excitement,all arms,3
5,3,38,28,f,Australia,0,,,"excitement, glee, happiness",they move quickly and hop around in reaction to the puppy,4.671641791,0.587445928,5,8.582089552,0.987025739,10,5,16.7,19.39,Flick,excitement,armslegs,3
15,3,39,28,F,USA,0,,,excitement,"skipping/jumping, fast moving limbs and breaking away from activity to move",4.671641791,0.587445928,5,8.582089552,0.987025739,10,25,0,1.98,Glide,excitement,arms legs,4
15,3,39,28,F,USA,0,,,excitement,"skipping/jumping, fast moving limbs and breaking away from activity to move",4.671641791,0.587445928,5,8.582089552,0.987025739,10,26,19.13,19.19,Glide,excitement,arms legs,3
27,3,40,27,M,USA,0,,,"happy, overjoyed",he was literally jumping for joy,4.671641791,0.587445928,5,8.582089552,0.987025739,9,51,16.03,18.01,Flick,happy,arms arms,3
27,3,40,27,M,USA,0,,,"happy, overjoyed",he was literally jumping for joy,4.671641791,0.587445928,5,8.582089552,0.987025739,9,52,0,1.01,Flick,happy,arms arms,4
42,3,41,32,M,USA,0,,,"excitement, some hesitance and uncertainty, joy",his excitement involves his full body,4.671641791,0.587445928,4,8.582089552,0.987025739,7,89,0.37,1.54,Flick,excitement,arms,4
42,3,41,32,M,USA,0,,,"excitement, some hesitance and uncertainty, joy",his excitement involves his full body,4.671641791,0.587445928,4,8.582089552,0.987025739,7,90,7.86,10.75,Glide,tenderness hesitance,arms torso,1
42,3,41,32,M,USA,0,,,"excitement, some hesitance and uncertainty, joy",his excitement involves his full body,4.671641791,0.587445928,4,8.582089552,0.987025739,7,91,15.98,17.78,Flick,excitement joy,all arms,3
42,3,41,32,M,USA,0,,,"excitement, some hesitance and uncertainty, joy",his excitement involves his full body,4.671641791,0.587445928,4,8.582089552,0.987025739,7,92,18.69,19.65,Float,confidence,arms,3
42,3,41,32,M,USA,0,,,"excitement, some hesitance and uncertainty, joy",his excitement involves his full body,4.671641791,0.587445928,4,8.582089552,0.987025739,7,93,14.09,15.28,Float,uncertainty,arms torso,3
52,3,25,34,F,USA,30,,,excitement,lots of quick whole body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,9,140,0,1.34,Flick,happy,all,4
52,3,25,34,F,USA,30,,,excitement,lots of quick whole body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,9,141,1.61,3.55,Glide,focus,torso,4
52,3,25,34,F,USA,30,,,excitement,lots of quick whole body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,9,142,3.57,7,Dab,neutral,all,1
52,3,25,34,F,USA,30,,,excitement,lots of quick whole body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,9,143,6.96,9.76,Glide,caring,arm,1
52,3,25,34,F,USA,30,,,excitement,lots of quick whole body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,9,144,9.75,12.86,Glide,engaging,head,5
52,3,25,34,F,USA,30,,,excitement,lots of quick whole body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,9,145,13.14,15.98,Glide,engaged,head,5
52,3,25,34,F,USA,30,,,excitement,lots of quick whole body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,9,146,15.94,18.47,Flick,excitment,all,3
52,3,25,34,F,USA,30,,,excitement,lots of quick whole body movements,4.671641791,0.587445928,5,8.582089552,0.987025739,9,147,18.36,20.31,Dab,neutral,all,3
62,3,42,31,F,Canada,10,,,"happy, excited","he moved a lot, could barely contain his excitement",4.671641791,0.587445928,5,8.582089552,0.987025739,9,188,10,20,Punch,happy excited,arms legs,5
74,3,43,60,F,USA,0,,,"joy, caring, excitement","jumping, focusing, bending to get close, petting the puppy, jumping again arms waving excitedly",4.671641791,0.587445928,5,8.582089552,0.987025739,9,232,0,3,Glide,happy,feet legs torso,4
74,3,43,60,F,USA,0,,,"joy, caring, excitement","jumping, focusing, bending to get close, petting the puppy, jumping again arms waving excitedly",4.671641791,0.587445928,5,8.582089552,0.987025739,9,233,3,6,Float,excited,head head torso,4
74,3,43,60,F,USA,0,,,"joy, caring, excitement","jumping, focusing, bending to get close, petting the puppy, jumping again arms waving excitedly",4.671641791,0.587445928,5,8.582089552,0.987025739,9,234,6,9,Press,caring,hands head head,1
74,3,43,60,F,USA,0,,,"joy, caring, excitement","jumping, focusing, bending to get close, petting the puppy, jumping again arms waving excitedly",4.671641791,0.587445928,5,8.582089552,0.987025739,9,235,9,15,Dab,loving,hands head legs mouth,5
74,3,43,60,F,USA,0,,,"joy, caring, excitement","jumping, focusing, bending to get close, petting the puppy, jumping again arms waving excitedly",4.671641791,0.587445928,5,8.582089552,0.987025739,9,236,16,20,Float,ecstatic,arms feet hands,3
85,3,44,26,F,USA,0,,,"curiosity, excitement","by leaning forward, he looks curious; by jumping around waving his arms and hopping he looks excited. plusa the context of the puppy",4.671641791,0.587445928,5,8.582089552,0.987025739,9,295,0,2,Glide,excited,legs,4
85,3,44,26,F,USA,0,,,"curiosity, excitement","by leaning forward, he looks curious; by jumping around waving his arms and hopping he looks excited. plusa the context of the puppy",4.671641791,0.587445928,5,8.582089552,0.987025739,9,296,2,10,Float,curious,head legs torso,1
85,3,44,26,F,USA,0,,,"curiosity, excitement","by leaning forward, he looks curious; by jumping around waving his arms and hopping he looks excited. plusa the context of the puppy",4.671641791,0.587445928,5,8.582089552,0.987025739,9,297,16,18,Flick,thrilled,arms hands,3
97,3,45,25,M,UK,0,,,"joy, excitement","lifting off into the air, no clear deliberate direction to much movement, lack of deliberate, planned, bodily control.",4.671641791,0.587445928,4,8.582089552,0.987025739,8,331,0.38,1.47,Glide,surprise,arms legs,4
97,3,45,25,M,UK,0,,,"joy, excitement","lifting off into the air, no clear deliberate direction to much movement, lack of deliberate, planned, bodily control.",4.671641791,0.587445928,4,8.582089552,0.987025739,8,332,7.96,11.56,Press,affection,hand,1
97,3,45,25,M,UK,0,,,"joy, excitement","lifting off into the air, no clear deliberate direction to much movement, lack of deliberate, planned, bodily control.",4.671641791,0.587445928,4,8.582089552,0.987025739,8,333,17.32,18.79,Slash,excitement,arms legs,3
109,3,46,53,F,USA,0,,,love and excitement,jumpy legs and gentle hand movement,4.671641791,0.587445928,3,8.582089552,0.987025739,7,384,0,2,Glide,happy,legs,4
109,3,46,53,F,USA,0,,,love and excitement,jumpy legs and gentle hand movement,4.671641791,0.587445928,3,8.582089552,0.987025739,7,385,7,15,Float,caring,hands,5
109,3,46,53,F,USA,0,,,love and excitement,jumpy legs and gentle hand movement,4.671641791,0.587445928,3,8.582089552,0.987025739,7,386,17,20,Press,excited,legs,3
117,3,47,23,F,USA,1,,,"excitement, curiosity",he appears to be yelling and jumping for joy and dancing. he also runs to pet the cat.,4.671641791,0.587445928,5,8.582089552,0.987025739,10,417,2.46,3.83,Glide,excitement,all,4
117,3,47,23,F,USA,1,,,"excitement, curiosity",he appears to be yelling and jumping for joy and dancing. he also runs to pet the cat.,4.671641791,0.587445928,5,8.582089552,0.987025739,10,418,7.18,9.39,Press,excitement,torso,1
117,3,47,23,F,USA,1,,,"excitement, curiosity",he appears to be yelling and jumping for joy and dancing. he also runs to pet the cat.,4.671641791,0.587445928,5,8.582089552,0.987025739,10,419,16.07,18.79,Dab,curiosity,armhand,3
117,3,47,23,F,USA,1,,,"excitement, curiosity",he appears to be yelling and jumping for joy and dancing. he also runs to pet the cat.,4.671641791,0.587445928,5,8.582089552,0.987025739,10,420,0.09,1.27,Float,excitement,all,4
23,3,48,31,F,USA,0,,,excitement ,the subject just got a new puppy (contextual cue),4.671641791,0.587445928,5,8.582089552,0.987025739,10,,0,0.45,Wring,excitement ,arm hands,4
23,3,48,31,F,USA,0,,,excitement ,the subject just got a new puppy (contextual cue),4.671641791,0.587445928,5,8.582089552,0.987025739,10,,0,0.89,Wring,excitement ,arm hands,4
23,3,48,31,F,USA,0,,,excitement ,the subject just got a new puppy (contextual cue),4.671641791,0.587445928,5,8.582089552,0.987025739,10,,16.39,17.39,Wring,excitement ,arm hands,3
23,3,48,31,F,USA,0,,,excitement ,the subject just got a new puppy (contextual cue),4.671641791,0.587445928,5,8.582089552,0.987025739,10,,16.83,17.83,Wring,excitement ,arm hands,3
23,3,48,31,F,USA,0,,,excitement ,the subject just got a new puppy (contextual cue),4.671641791,0.587445928,5,8.582089552,0.987025739,10,,17.4,18.4,Wring,excitement ,arm hands,3
41,3,40,27,F,USA,0,,,"happy, overjoyed",he's literally jumping for joy,4.671641791,0.587445928,5,8.582089552,0.987025739,8,,16.39,18.84,Flick,happy overjoyed,legsarms,3
41,3,40,27,F,USA,0,,,"happy, overjoyed",he's literally jumping for joy,4.671641791,0.587445928,5,8.582089552,0.987025739,8,,0.21,1.21,Flick,happy (jumping?),legsarms,4
15,3,46,53,F,USA,0,,,love and excitement,jumpy legs and gentle hand movement,4.671641791,0.587445928,3,8.582089552,0.987025739,7,387,0,2,Glide,happy,legs,4
15,3,46,53,F,USA,0,,,love and excitement,jumpy legs and gentle hand movement,4.671641791,0.587445928,3,8.582089552,0.987025739,7,388,7,15,Float,caring,hands,5
15,3,46,53,F,USA,0,,,love and excitement,jumpy legs and gentle hand movement,4.671641791,0.587445928,3,8.582089552,0.987025739,7,389,17,20,Press,excited,legs,3
63,4,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anger, ","slamming fist, stance of the child",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,106,0.58,1.66,Punch,anger,arm hand,5
95,4,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anger, ","slamming fist, stance of the child",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,107,3.18,6.18,Punch,anger,arm hand,1
95,4,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anger, ","slamming fist, stance of the child",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,108,17.17,22.32,Punch, ,arm hand,2
112,4,50,33,F,USA,30,4,4 9 11 ,"anger, ",how tense his body is,-3.489795918,0.739438103,-3,7.285714286,0.912870929,8,339,0.91,1.66,Punch,mad,arm hand,5
112,4,50,33,F,USA,30,4,4 9 11 ,"anger, ",how tense his body is,-3.489795918,0.739438103,-3,7.285714286,0.912870929,8,340,3.19,5.88,Punch,mad,arm hand,1
112,4,50,33,F,USA,30,4,4 9 11 ,"anger, ",how tense his body is,-3.489795918,0.739438103,-3,7.285714286,0.912870929,8,341,17.26,19.25,Punch,mad,arm hand,4
6,4,50,33,F,USA,30,4,4 9 11 ,"anger, ",how tense his body is,-3.489795918,0.739438103,-3,7.285714286,0.912870929,8,342,20.51,21.31,Punch,frustrated,torso hips,2
6,4,37,25,F,USA,21,5,3 12 9 4 ,anger,size of movements,-3.489795918,0.739438103,-5,7.285714286,0.912870929,9,381,0,6,Punch,anger,arm,1
6,4,37,25,F,USA,21,5,3 12 9 4 ,anger,size of movements,-3.489795918,0.739438103,-5,7.285714286,0.912870929,9,382,9,14,Press, ,all hips,3
18,4,37,25,F,USA,21,5,3 12 9 4 ,anger,size of movements,-3.489795918,0.739438103,-5,7.285714286,0.912870929,9,383,16,21,Punch,anger,torso,4
18,4,51,29,M,USA,10,4,4 11 12 ,anger and ,the perceived strength of the punches indicate a certain level of arousal.,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,403,0,7,Punch,anger,hand,1
18,4,51,29,M,USA,10,4,4 11 12 ,anger and ,the perceived strength of the punches indicate a certain level of arousal.,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,404,17,22,Punch,anger weariness,hand,2
18,4,51,29,M,USA,10,4,4 11 12 ,anger and ,the perceived strength of the punches indicate a certain level of arousal.,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,405,11,14,Press, ,head,3
30,4,52,30,M,USA,0,,,anger/,force of movement,-3.489795918,0.739438103,-3,7.285714286,0.912870929,6,6,1.22,5.98,Punch,anger,hand,1
30,4,52,30,M,USA,0,,,anger/,force of movement,-3.489795918,0.739438103,-3,7.285714286,0.912870929,6,7,17.23,18.99,Punch,anger,hand,4
30,4,52,30,M,USA,0,,,anger/,force of movement,-3.489795918,0.739438103,-3,7.285714286,0.912870929,6,8,20.23,21.67,Punch,anger,hand,2
30,4,53,25,M,India,0,,,tantrum,"standard childhood behaviour - demanding, and expressing anger at not being provided what one is demanding something",-3.489795918,0.739438103,-2,7.285714286,0.912870929,7,30,0.26,1.57,Punch,anger,hand,5
30,4,53,25,M,India,0,,,tantrum,"standard childhood behaviour - demanding, and expressing anger at not being provided what one is demanding something",-3.489795918,0.739438103,-2,7.285714286,0.912870929,7,31,3.21,5.84,Punch,anger,hand,1
30,4,53,25,M,India,0,,,tantrum,"standard childhood behaviour - demanding, and expressing anger at not being provided what one is demanding something",-3.489795918,0.739438103,-2,7.285714286,0.912870929,7,32,17.24,19.32,Punch,anger,hand,4
30,4,53,25,M,India,0,,,tantrum,"standard childhood behaviour - demanding, and expressing anger at not being provided what one is demanding something",-3.489795918,0.739438103,-2,7.285714286,0.912870929,7,33,20.41,21.46,Punch,anger,hand,2
30,4,40,27,M,USA,0,,,"angry, ",they are hitting things,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,59,0.67,1,Wring,angry,arm hand,5
36,4,40,27,M,USA,0,,,"angry, ",they are hitting things,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,60,2.97,5.8,Wring,angry,arm hand,1
36,4,40,27,M,USA,0,,,"angry, ",they are hitting things,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,61,17.18,18,Wring,angry,arm hand,4
36,4,40,27,M,USA,0,,,"angry, ",they are hitting things,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,62,20.54,20.64,Wring,angry,arm hand,2
45,4,40,27,M,USA,0,,,"angry, ",they are hitting things,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,63,0.67,1,Punch,angry,arm hand,5
45,4,40,27,M,USA,0,,,"angry, ",they are hitting things,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,64,2.97,5.8,Punch,angry,arm hand,1
54,4,40,27,M,USA,0,,,"angry, ",they are hitting things,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,65,17.18,18,Punch,angry,arm hand,4
68,4,40,27,M,USA,0,,,"angry, ",they are hitting things,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,66,20.54,20.64,Punch,angry,arm hand,2
68,4,10,24,M,USA,0,,,"i think demand, and then at not getting what was desired.",the speed and rigidity of the movements.,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,77,1.06,1.46,Punch,dem ing,arm hand,5
68,4,10,24,M,USA,0,,,"i think demand, and then at not getting what was desired.",the speed and rigidity of the movements.,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,78,3.58,3.73,Punch, ,arm hand,1
68,4,10,24,M,USA,0,,,"i think demand, and then at not getting what was desired.",the speed and rigidity of the movements.,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,79,17.45,17.57,Slash, ,arm hand,4
68,4,54,27,M,USA,0,,,anger,"wide, strong movements, ",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,108,0.3,7.05,Punch,excited angry,arm hand,1
76,4,54,27,M,USA,0,,,anger,"wide, strong movements, ",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,109,17.46,20.2,Punch,angry,arm hand,4
76,4,26,59,F,USA,5,,,anger and frusatratiion at not getting what he wants,usaing repeated strong actions to demonstrate intensity of anger,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,206,0.36,5.78,Punch,anger,arms hand,1
76,4,26,59,F,USA,5,,,anger and frusatratiion at not getting what he wants,usaing repeated strong actions to demonstrate intensity of anger,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,207,8.78,12.33,Press, ,arms back head,3
88,4,26,59,F,USA,5,,,anger and frusatratiion at not getting what he wants,usaing repeated strong actions to demonstrate intensity of anger,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,208,13.14,14.06,Glide, ,back hips legs,3
88,4,26,59,F,USA,5,,,anger and frusatratiion at not getting what he wants,usaing repeated strong actions to demonstrate intensity of anger,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,209,16.85,18.93,Punch,anger,arm hand,4
88,4,26,59,F,USA,5,,,anger and frusatratiion at not getting what he wants,usaing repeated strong actions to demonstrate intensity of anger,-3.489795918,0.739438103,-4,7.285714286,0.912870929,8,210,20.51,21.39,Punch,anger ,arm hand hips,2
88,4,27,58,F,USA,23,,,", anger,","the way he is punching his fists, climbing, then relaxing arm at side",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,243,0,7,Punch, ,arm hand,1
100,4,27,58,F,USA,23,,,", anger,","the way he is punching his fists, climbing, then relaxing arm at side",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,244,8,13,Press,determination,arms legs torso,3
100,4,27,58,F,USA,23,,,", anger,","the way he is punching his fists, climbing, then relaxing arm at side",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,245,14,17,Slash,anger,arm hand,4
100,4,27,58,F,USA,23,,,", anger,","the way he is punching his fists, climbing, then relaxing arm at side",-3.489795918,0.739438103,-4,7.285714286,0.912870929,7,246,18,22,Glide,resignation,arm hand,2
110,4,55,30,M,USA,5,,,anger and ,looks to be seeking attention by usaing body language to express demands or unhappiness,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,303,0,2.28,Punch,anger,arm torso,5
110,4,55,30,M,USA,5,,,anger and ,looks to be seeking attention by usaing body language to express demands or unhappiness,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,304,2.4,6,Punch,dem ing,arm legs torso,1
110,4,55,30,M,USA,5,,,anger and ,looks to be seeking attention by usaing body language to express demands or unhappiness,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,305,8,19,Punch,proving a point,all,3
15,4,55,30,M,USA,5,,,anger and ,looks to be seeking attention by usaing body language to express demands or unhappiness,-3.489795918,0.739438103,-3,7.285714286,0.912870929,7,306,19,22,Punch, ,arm,2
15,4,56,28,F,USA,0,,,"anger,resignation","intensity of movement, persistence of certain gestures, like punching, and climbing on the chair",-3.489795918,0.739438103,-3,7.285714286,0.912870929,5,341,0,7.1,Punch,anger,arm hand,1
15,4,56,28,F,USA,0,,,"anger,resignation","intensity of movement, persistence of certain gestures, like punching, and climbing on the chair",-3.489795918,0.739438103,-3,7.285714286,0.912870929,5,342,17.26,18.38,Punch,anger,arm hand,4
15,4,56,28,F,USA,0,,,"anger,resignation","intensity of movement, persistence of certain gestures, like punching, and climbing on the chair",-3.489795918,0.739438103,-3,7.285714286,0.912870929,5,343,20.33,21.23,Punch,resignation,arm hand,2
16,5,1,27,M,USA,5,5,1 5 6 ,fear and protection at being yelled at,"seemed ""frozen"" by abusive words coming at him, held self tight with fear/hurt",-3.214285714,1.810753877,-3,6.761904762,1.402399386,6,25,0.43,0.99,Glide,withdrawal,hips,1
28,5,1,27,M,USA,5,5,1 5 6 ,fear and protection at being yelled at,"seemed ""frozen"" by abusive words coming at him, held self tight with fear/hurt",-3.214285714,1.810753877,-3,6.761904762,1.402399386,6,26,1.7,2.34,Flick,hurt,hand,1
28,5,1,27,M,USA,5,5,1 5 6 ,fear and protection at being yelled at,"seemed ""frozen"" by abusive words coming at him, held self tight with fear/hurt",-3.214285714,1.810753877,-3,6.761904762,1.402399386,6,27,3.83,15.12,Float,fear protection,arms head,4
28,5,1,27,M,USA,5,5,1 5 6 ,fear and protection at being yelled at,"seemed ""frozen"" by abusive words coming at him, held self tight with fear/hurt",-3.214285714,1.810753877,-3,6.761904762,1.402399386,6,28,15.54,16.25,Flick,hurt,hand,2
28,5,1,27,M,USA,5,5,1 5 6 ,fear and protection at being yelled at,"seemed ""frozen"" by abusive words coming at him, held self tight with fear/hurt",-3.214285714,1.810753877,-3,6.761904762,1.402399386,6,29,23.42,24.06,Dab,pain,head,3
37,5,1,27,M,USA,5,5,1 5 6 ,fear and protection at being yelled at,"seemed ""frozen"" by abusive words coming at him, held self tight with fear/hurt",-3.214285714,1.810753877,-3,6.761904762,1.402399386,6,30,24.84,28.16,Slash,anger,arms,3
44,5,1,27,M,USA,5,5,1 5 6 ,fear and protection at being yelled at,"seemed ""frozen"" by abusive words coming at him, held self tight with fear/hurt",-3.214285714,1.810753877,-3,6.761904762,1.402399386,6,31,28.74,30.94,Press,protection,arms,3
44,5,39,28,F,USA,0,,,anger/despair,"not much movement, then strong arm movement / gestures",-3.214285714,1.810753877,-3,6.761904762,1.402399386,5,27,26.68,30.1,Slash, ,arms torso,3
44,5,40,27,M,USA,0,,,irritation,their movements were a little jerky and uncontrolled,-3.214285714,1.810753877,-3,6.761904762,1.402399386,8,53,2.06,2.84,Flick,irritated,hands,1
44,5,40,27,M,USA,0,,,irritation,their movements were a little jerky and uncontrolled,-3.214285714,1.810753877,-3,6.761904762,1.402399386,8,54,15.83,16.39,Flick,irritated,hands,2
51,5,40,27,M,USA,0,,,irritation,their movements were a little jerky and uncontrolled,-3.214285714,1.810753877,-3,6.761904762,1.402399386,8,55,24.91,28.1,Slash,irritated,arms hands,3
51,5,40,27,M,USA,0,,,irritation,their movements were a little jerky and uncontrolled,-3.214285714,1.810753877,-3,6.761904762,1.402399386,8,56,28.11,29,Wring,frustrated tense,arms hands,3
51,5,10,24,M,USA,0,,,unsettled,"its a sign of , but the excitement seems low due to a sort of ""giving up"" expression",-3.214285714,1.810753877,-4,6.761904762,1.402399386,4,80,25.41,25.56,Float,distress,arms hands shoulders,3
51,5,41,32,M,USA,0,,,"anger, defensiveness, disagreement","arms crossed, defensive posture, rapid slashing movements with arms",-3.214285714,1.810753877,-3,6.761904762,1.402399386,7,104,0.57,1.98,Press,defensiveness,legs,1
51,5,41,32,M,USA,0,,,"anger, defensiveness, disagreement","arms crossed, defensive posture, rapid slashing movements with arms",-3.214285714,1.810753877,-3,6.761904762,1.402399386,7,105,5.25,6.26,Flick,disagreement,head,1
51,5,41,32,M,USA,0,,,"anger, defensiveness, disagreement","arms crossed, defensive posture, rapid slashing movements with arms",-3.214285714,1.810753877,-3,6.761904762,1.402399386,7,106,25.02,26.65,Slash,anger,arms torso,3
51,5,41,32,M,USA,0,,,"anger, defensiveness, disagreement","arms crossed, defensive posture, rapid slashing movements with arms",-3.214285714,1.810753877,-3,6.761904762,1.402399386,7,107,27.75,28.95,Press,anger defensiveness,arms,3
57,5,12,29,M,USA,10,,, and anger,"the crossing of the arms implies the character in the video is frustrated and possibly uncomfortable in whatever situation is currently happening. the growing accents in motion imply a rising in aggression toward the situation, as well as a directed toward where the character appears to be looking, shown in the directional aggressive motions performed toward the end of the video.",-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,133,2.7,8.66,Float,curiosity,arms head hips,1
57,5,12,29,M,USA,10,,, and anger,"the crossing of the arms implies the character in the video is frustrated and possibly uncomfortable in whatever situation is currently happening. the growing accents in motion imply a rising in aggression toward the situation, as well as a directed toward where the character appears to be looking, shown in the directional aggressive motions performed toward the end of the video.",-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,134,9.09,22.28,Wring,unwelcoming,arms,2
57,5,12,29,M,USA,10,,, and anger,"the crossing of the arms implies the character in the video is frustrated and possibly uncomfortable in whatever situation is currently happening. the growing accents in motion imply a rising in aggression toward the situation, as well as a directed toward where the character appears to be looking, shown in the directional aggressive motions performed toward the end of the video.",-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,135,22.71,24.84,Press, ,head torso,3
64,5,12,29,M,USA,10,,, and anger,"the crossing of the arms implies the character in the video is frustrated and possibly uncomfortable in whatever situation is currently happening. the growing accents in motion imply a rising in aggression toward the situation, as well as a directed toward where the character appears to be looking, shown in the directional aggressive motions performed toward the end of the video.",-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,136,24.92,25.62,Slash,anger,arms head torso,3
64,5,12,29,M,USA,10,,, and anger,"the crossing of the arms implies the character in the video is frustrated and possibly uncomfortable in whatever situation is currently happening. the growing accents in motion imply a rising in aggression toward the situation, as well as a directed toward where the character appears to be looking, shown in the directional aggressive motions performed toward the end of the video.",-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,137,26.04,28.01,Slash,anger,arms head torso,3
71,5,12,29,M,USA,10,,, and anger,"the crossing of the arms implies the character in the video is frustrated and possibly uncomfortable in whatever situation is currently happening. the growing accents in motion imply a rising in aggression toward the situation, as well as a directed toward where the character appears to be looking, shown in the directional aggressive motions performed toward the end of the video.",-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,138,28.13,31.2,Float,unwelcoming,arms head,3
